Rotary Speed (RPM),Torque (ft-lbs),Weight on Bit (WOB) (lbs),Vibration_Level,Von Mises stress (psi),Torsional stress (psi),Bending stress (psi),Tensile stress (psi),Compressive stress (psi),Bottom hole temperature (°F),Mud weight (ppg),Drill pipe weight (lbs/ft),Drill pipe length (ft),Drill collar length (ft),HWDP length (ft),Failure,Risk_Level
150.8065357218493,28599.369785325576,21614.927476034707,0.8130512071433081,29845.543206707902,22038.85182858634,14539.230736893593,17288.69802093419,29222.68264983028,209.69321301804018,11.532926237925249,23.23943720207821,4985.857596349844,1045.093847168916,1212.3664939909263,1,High Risk (Failure)
132.75837690141745,21922.02555617759,10784.057079993778,0.29087973224421937,56412.8675086388,15212.19382953586,3348.0891401840154,69930.26567528408,40506.92118272786,129.28491670584575,8.962279013890067,22.754329991990286,4041.122332342522,1135.2572166452162,584.684570288134,1,High Risk (Failure)
100.28784942511244,18285.26426885177,32509.36247055508,0.25283620307479004,22608.231115054426,5548.263560884907,3569.584132719093,67329.28782803562,35341.21054413298,198.38235755501904,11.16680904645316,21.566251711453365,4011.838031562768,1185.977137471395,1344.0067562274353,1,High Risk (Failure)
128.63904438000293,14279.108558685071,24431.27224370689,0.8022213189713018,33757.82966671655,15479.99274724873,9257.10199783175,58019.11411595502,49658.37597672051,181.06899786190206,8.995454354803229,24.53055701435554,4790.229338869501,1320.778266618603,1211.5300092915097,1,High Risk (Failure)
98.20434332292837,15108.000206240264,6473.806816755569,0.07398888420190508,43639.59050580663,28790.680644457767,2423.2170960699514,31699.623530565936,30933.428323983408,151.97390252598245,10.572435048752329,19.689152919740827,7243.099487150424,1695.9720037313766,1174.8265578186492,1,High Risk (Failure)
203.07053994625892,17866.076297642907,24686.839712264198,0.7741346587074271,49754.38620181887,13993.521737563078,10933.841469647392,42550.4766105708,53715.94189608441,252.24071994850797,9.268906938333858,23.266964176757394,6995.362461879236,1041.12563821262,851.440262136801,1,High Risk (Failure)
217.57459183397353,5829.61689142083,24330.97101477702,0.11346050152476905,35289.87861592967,22180.37602952787,11015.526452620721,22872.629515320394,21453.487924929665,256.59566935083865,8.37303419527495,19.327701989938987,5601.2942136889815,1721.6726547069447,1189.0285964634722,1,High Risk (Failure)
61.645519349710725,24373.133731457663,17389.761805786628,0.8248362771537581,34987.59513927621,25403.19039743941,13249.75278142131,28128.676770930426,50065.358522833434,210.57098283086168,9.178039872744389,19.69437557761042,7760.797303043643,1975.330693972568,694.25972710115,0,Low Risk (No Failure)
61.808405854243595,17147.552151081465,28076.93610624313,0.4119226278941627,54388.732054056076,13723.575549941286,14406.11128621249,44065.124147693285,68656.75609882874,149.58493654976118,8.902806822793657,19.076120482187278,7652.107640444502,578.9914055630954,666.4824079762652,0,Low Risk (No Failure)
106.95821171329946,26744.794215478953,23770.015418947794,0.08985791800004683,47919.690714235476,16645.965972981146,10605.343882168705,35444.15780985936,29114.09582295888,298.4916855384094,11.575919355077389,20.122642416214685,7394.348859715153,741.7915634854405,762.9938769536707,1,High Risk (Failure)
215.18592737716327,8796.984804391192,13887.672599503523,0.39485367440367836,36396.77127824791,27700.290686605375,2896.5725262459237,16401.26574299338,58253.15513650729,154.62980772838694,10.834816012416276,21.050887821102396,4851.090283027206,1449.3488939683298,1041.6805844305527,1,High Risk (Failure)
190.31495721422974,24489.3835668207,29420.502065597902,0.8299579189553186,28875.994765302814,22357.356953573653,7012.521571926845,69766.24531561274,35360.489257696565,233.34131298548127,8.524712582079779,24.792097872365716,9028.254377371559,1598.2889651584435,1187.9996211440641,1,High Risk (Failure)
92.08395627205388,18967.895191985517,5746.276460438164,0.7365572029698445,31194.51055502254,29416.26389146169,13057.485483410126,23306.431459331976,59276.82322736742,122.60323681145194,8.159006046119421,24.459060726689014,9257.725623713974,666.6788631706552,1209.6986368343744,1,High Risk (Failure)
122.6441117084527,18845.087378228654,12340.585643698178,0.9576564743886975,48751.53440761068,25239.503011421497,2387.0771228247804,10719.80074376054,21516.657271781452,201.2158694427854,11.574435543404931,24.892384889849808,7585.07751216035,1708.5637869512539,1331.9758503177795,1,High Risk (Failure)
73.05198809781855,1979.8853774992103,31022.123396737028,0.2818937705993324,22718.453462393034,22568.219576544052,5756.945990234453,49697.768162899265,25292.31167845802,131.02484714920774,8.877210861572003,21.76429094133759,6539.869665139044,1711.1656346322636,570.1120247302671,0,Low Risk (No Failure)
66.78756771310267,14785.412962745188,13558.931626706846,0.8790319718764711,33360.46041738915,11383.58590376227,8017.4085383292395,54792.19502884191,31279.040531896102,143.7198756223017,11.983860121862545,21.55768685088964,6722.567674467264,1443.7157662913385,1459.5589837983566,1,High Risk (Failure)
170.12387772483794,13301.36661663331,24647.83204316408,0.24382385260040484,50603.53945034849,19314.77285161145,14661.261882932227,37903.866034778715,50587.79247424524,160.18726035047914,10.375602146861228,22.41288087308961,5828.227938307149,698.1615833852495,737.3814932084617,1,High Risk (Failure)
165.5504436688759,24510.89951541007,26890.604173829157,0.9150557297761545,55898.31200470447,6095.74613611102,1840.9098578080263,58425.24996104601,10981.584370563065,198.97060206866956,8.690225145588673,24.98268219098099,7602.164803537173,1795.1743763613404,1028.4824290976942,0,Low Risk (No Failure)
152.4210806951076,21570.11454930102,12627.572078436315,0.08546602296514749,57591.27731838511,23659.02270658674,8445.751524686988,61416.66376836999,69571.2750079319,270.7282027060823,10.801062389724112,22.011607282420535,9594.266193476273,764.2587155302767,531.8273683871065,0,Low Risk (No Failure)
72.63506595053258,20195.14571768593,15011.445454273788,0.7761299726143986,50695.78649282558,17406.941476435055,9498.84375092696,69396.6572686552,59270.804222103885,173.1716172505096,8.119808429454658,21.64461638268197,9181.848557855195,1737.7575056710643,1161.3030882480143,1,High Risk (Failure)
113.97528748305483,3716.06612561676,20638.124206756074,0.5911847871160733,34230.13754595228,14799.236558747925,11620.28038537737,11134.043639885047,57371.29722867697,135.91905627992398,11.755706806424914,22.775970594092342,7414.573210583195,550.163977505178,1321.0514152415885,1,High Risk (Failure)
156.69749115436338,25077.255590660166,28703.285368012836,0.8521327196193863,47819.4336524681,19271.210773491723,5715.701828505263,69619.86052047362,37382.06404188888,225.14874974902096,9.432068244337637,23.632704975875544,5862.88253875004,1184.057002304039,1038.0046487133964,0,Low Risk (No Failure)
92.04512285882015,20762.357762997966,24613.985280008503,0.36689566186537503,58694.39933566231,15209.492015786895,4331.442348980132,57798.52716710729,50764.296579817725,114.14335690775377,11.06422228885507,22.6062404134151,4957.526315328325,587.681517695323,1484.891202705851,0,Low Risk (No Failure)
119.04848348174666,8786.502209727365,20014.846852298415,0.26348337714290304,22126.825378461283,6049.339206905927,12496.853914016092,23015.707471959344,14797.230466098357,286.3906245424615,9.183628360272873,18.224524264524206,3140.0884673169903,805.5880408849231,683.5576468932395,1,High Risk (Failure)
146.96611477482338,6950.427144239403,29253.80868431445,0.5261828101048603,55088.923066609925,24348.951994577255,12770.016421918208,53774.75531707545,54173.062932580986,283.0174391123794,9.533202639037437,23.206000150387013,7017.710129687414,709.0376256474611,884.0930697874722,1,High Risk (Failure)
